":START_ID",":END_ID",":TYPE"
"buildingtype:additional_buildings","regulation:ii","DEFINED_IN"
"buildingtype:grade-l_complex","regulation:ii","DEFINED_IN"
"permit:development_permission","regulation:iii","DEFINED_IN"
"buildingtype:heritage_grade-i","regulation:iii","DEFINED_IN"
"condition:conservation_of_all_special_aspects_features","buildingtype:grade_-_ii_a_building","APPLIES_TO"
"condition:additional_bulldingts)_in_the_same_plot_or_compound_may,_in_certain_circumstances,_be_allowed","buildingtype:grade_-ii(b)","APPLIES_TO"
"condition:such_additional_bulldingts)_shall_be_in_harmony_with_(and_shall_not_detract_from)_the_grade-lib_heritage_bulldingts)_or_precinct,_especially_in_terms_of_height_and_or_facade","buildingtype:grade_-ii(b)","APPLIES_TO"
"permit:permission_of_commissioner","regulation:iii","DEFINED_IN"
"buildingtype:building","permit:permission_of_commissioner","REQUIRES"
"permit:development_permission","regulation:procedure_development_permission","DEFINED_IN"
"buildingtype:grade-i_structure","permit:development_permission","REQUIRES"
"condition:repairs_to_existing_structures_in_delineated_vista_of_a_grade-i_structure_shall_be_permissible_as_per_these_regulations_policy_without_insisting_nocof_mhcc","buildingtype:grade-i_structure","APPLIES_TO"
"buildingtype:grade-iii_heritage_structure","permit:development_permission","REQUIRES"
"condition:in_respect_of_minor_structural_repairs,_periodic_maintenance_(e.g._waterproofing,_repairs_to_flat__sloping_roof,_existing_plumbing,_re-_plastering),_interior_renovation___furniture_work_etc._in_respect_of_a_grade-iii_heritage_structure;_approval_may_be_granted_by_commissioner_as_per_these_regulations__policy_without_insisting_noc_of_mhccby_ensuring_that_the_intended_minor_works_do_not_affect_the_oriinal_facade,_fenestration_pattern_bands_cornices,_ornamental_features,_railings,_window_grid_&_pattern_etc._as_the_case_may_be","buildingtype:grade-iii_heritage_structure","APPLIES_TO"
"buildingtype:grade_-_iii_heritage_buildings","regulation:b","DEFINED_IN"
"condition:height_up_to_32_m","buildingtype:grade_-_iii_heritage_buildings","APPLIES_TO"
"condition:if_the_height_of_the_building_to_be_reconstructed__redeveloped_exceeds_32_m.","buildingtype:building","APPLIES_TO"
"permit:special_permission_from_the_commissioner","condition:if_the_height_of_the_building_to_be_reconstructed__redeveloped_exceeds_32_m.","DEFINED_IN"
"buildingtype:heritage_building__structure","permit:special_permission_from_the_commissioner","REQUIRES"
"condition:complete_documentation_of_facade_elevations__material_specifications,_detailing_etc._should_be_prepared_by_the_owner_through_an_architect_and_shall_be_submitted_to_commissioner_along_with_any_reconstruction__redevelopment_proposal_so_that_cognizance_of_any_special_features_etc._can_be_taken_while_finalising_the_design_elevations_of_the_new_building","buildingtype:heritage_building__structure","APPLIES_TO"
"buildingtype:buildings_in_heritage_precincts","permit:special_permission","REQUIRES"
"condition:height_up_to_32_m.","buildingtype:buildings_in_heritage_precincts","APPLIES_TO"
"amenity:sewage_treatment_plant","regulation:53","APPLIES_TO"
"amenity:storage","regulation:53","APPLIES_TO"
"amenity:allied_facilities","regulation:53","APPLIES_TO"
"amenity:water_pumping_station","regulation:53","APPLIES_TO"
"amenity:storage_facility","regulation:53","APPLIES_TO"
"amenity:electric_substation","regulation:53","APPLIES_TO"
"amenity:distribution","regulation:53","APPLIES_TO"
"amenity:receiving_station","regulation:53","APPLIES_TO"
"amenity:underground_parking","regulation:53","APPLIES_TO"
"amenity:shopping","regulation:53","APPLIES_TO"
"amenity:playground","regulation:53","APPLIES_TO"
"amenity:gardens","regulation:53","APPLIES_TO"
"amenity:parks","regulation:53","APPLIES_TO"
"amenity:public_open_spaces","regulation:53","APPLIES_TO"
"amenity:garden","regulation:54","APPLIES_TO"
"amenity:park","regulation:54","APPLIES_TO"
"amenity:promenades","regulation:54","APPLIES_TO"
"amenity:electricity_distribution_stations","regulation:54","APPLIES_TO"
"amenity:municipal_chowkies","regulation:54","APPLIES_TO"
"amenity:road_depot","regulation:54","APPLIES_TO"
"amenity:municipal_store","regulation:54","APPLIES_TO"
"amenity:public_toilet","regulation:54","APPLIES_TO"
"amenity:police_chowky","regulation:54","APPLIES_TO"
"amenity:rto_vehicle_chowky","regulation:54","APPLIES_TO"
"amenity:pay_and_park_facility","regulation:54","APPLIES_TO"
"amenity:bus_stands","regulation:54","APPLIES_TO"
"amenity:taxi_stands","regulation:54","APPLIES_TO"
"amenity:auto-rickshaw_stand","regulation:54","APPLIES_TO"
"buildingtype:homeless_shelters","regulation:(5)","DEFINED_IN"
"buildingtype:welfare_centres_for_street_children","regulation:(5)","DEFINED_IN"
"buildingtype:activities_centers_for_destitute","regulation:(5)","DEFINED_IN"
"buildingtype:best_street_light_chowky","regulation:(6)","DEFINED_IN"
"buildingtype:best_electricity_bill_&amp;_cash_collection_centre","regulation:(6)","DEFINED_IN"
"buildingtype:best_relief_shelter_with_toilet_block_for_bus_operation_staff","regulation:(6)","DEFINED_IN"
"permit:permission_for_temporary_construction","regulation:57","DEFINED_IN"
"condition:a_period_not_exceeding_six_month_at_a_time_and_in_the_aggregate,_not_exceeding_a_period_of_three_years","permit:permission_for_temporary_construction","APPLIES_TO"
"buildingtype:educational_facilities","regulation:x","DEFINED_IN"
"buildingtype:medical_facilities","regulation:x","DEFINED_IN"
"amenity:ready_mix_concrete_(rmc)_plant","buildingtype:building","APPLIES_TO"
"buildingtype:building","regulation:58","DEFINED_IN"
"condition:installation_of_common_television_transmission_reception_antenna_and_ducting_for_telecommunication_lines_and_optical_fiber_cable_for_digital_data_communication_transmission_shall_be_made","amenity:common_antenna","APPLIES_TO"
"amenity:common_antenna","buildingtype:building","APPLIES_TO"
"condition:ducting_for_laying_of_piped_gas_connection_service_in_the_surrounding_of_building","amenity:piped_gas_connection_service","APPLIES_TO"
"amenity:piped_gas_connection_service","buildingtype:building","APPLIES_TO"
"buildingtype:existing_building","regulation:60","DEFINED_IN"
"condition:structural_extensive_repairs","buildingtype:existing_building","APPLIES_TO"
"permit:building_permission","regulation:60(a)","DEFINED_IN"
"buildingtype:buildings_on_a_plot_area_upto_150_sq.m.","regulation:1","DEFINED_IN"
"buildingtype:buildings_on_a_plot_area_between_151_sq_m_and_upto_200_sq.m.","regulation:1","DEFINED_IN"
"buildingtype:residential_zone","regulation:permissibility_in_development_plan_zone","DEFINED_IN"
"buildingtype:commercial_zone","regulation:permissibility_in_development_plan_zone","DEFINED_IN"
"buildingtype:public-semi-public_zone","regulation:permissibility_in_development_plan_zone","DEFINED_IN"
"condition:the_plot_should_be_vacant","buildingtype:residential_zone","APPLIES_TO"
"condition:the_plot_status,_plot_criteria_and_permissibility_in_above_land_use_zone_shall_be_as_per_respective_dcpr","buildingtype:residential_zone","APPLIES_TO"
"condition:the_plot_should_be_vacant","buildingtype:commercial_zone","APPLIES_TO"
"buildingtype:residential_and_other_buildings","regulation:4","DEFINED_IN"
"condition:not_permitted","amenity:tree_cutting__tree_replantation","APPLIES_TO"
"buildingtype:warehouse_building","regulation:11","DEFINED_IN"
"condition:ground_+_1_storied_with_built_up_area_up_to_1500_sq._mt._on_plot_area_not_more_than_1000_sq._mt._having_marginal_open_spaces_of_minimum_6_mt._all_around","buildingtype:warehouse_building","APPLIES_TO"
"permit:building_permission","regulation:building_permission_commencement_certificate","DEFINED_IN"
"permit:commencement_certificate","regulation:building_permission_commencement_certificate","DEFINED_IN"
"permit:commencement_certificate","regulation:i","DEFINED_IN"
"permit:commencement_certificate","regulation:section-45_of_maharashtra_regional_and_town_planning_act,_1966","DEFINED_IN"
"buildingtype:moderate_risk_building","permit:certificate_of_plinth_checking","REQUIRES"
"permit:development_permission","regulation:14","DEFINED_IN"
"amenity:public_sanitary_convenience_(psc)blocks_toilets","buildingtype:building","APPLIES_TO"
"condition:the_location_of_psc_blocks_shall_be_such_that_the_same_are_accessible_for_general_public_use","amenity:public_sanitary_convenience_(psc)blocks_toilets","APPLIES_TO"
"condition:the_toilets_shall_be_maintained_by_the_user_of_the_plot_or_as_decided_by_the_commissioner","amenity:public_sanitary_convenience_(psc)blocks_toilets","APPLIES_TO"
"condition:on_plots_having_non-buildable_ptrs_reservation_existing_amenity_and_having_area_more_than_4,000_sq._m,_2_toilets_and_2_urinals_each_for_ladies_and_gents_and_preferably_one_toilet_for_differently_abled_persons_and_one_urinal_for_children_shall_be_constructed","amenity:toilets_and_urinals","APPLIES_TO"
"condition:on_plots_having_non-buildable_ptrs_reservation_existing_amenity_and_having_area_lessthan_4,000_sq._m,_1_toilet_and_2_urinals_each_for_ladies_and_gents_may_be_constructed","amenity:toilets_and_urinals","APPLIES_TO"
"condition:on_plots_having_buildable_reservation_amenity_and_having_area_more_than_2000_sq._m_1_toilet_and_2_urinals_each_for_ladies_and_gents_and_preferably_one_toilet_for_differently_abled_persons_and_one_urinal_for_children_shall_be_constructed_while_developing_the_plot","amenity:toilets_and_urinals","APPLIES_TO"
"condition:on_plots_having_buildable_existing_amenity_and_having_area_more_than_2000_sq._rn,_1_toilet_and_2_urinals_each_for_ladies_and_gents_and_preferably_one_toilet_for_differently_abled_persons_and_one_urinal_for_children_may_be_constructed","amenity:toilets_and_urinals","APPLIES_TO"
"amenity:substation","buildingtype:building","APPLIES_TO"
"condition:can_be_provided_above_psc_as_per_the_requirement_of_electric_supply_company_subject_to_noc_from_cfo","amenity:substation","APPLIES_TO"
"condition:it_shall_have_one_or_more_rwh_structures_having_a_minimum_total_capacity_as_detailed_in_schedule_below","amenity:rain_water_harvesting_(rwh)_structure_system","APPLIES_TO"
"condition:the_professional_on_record_shall_certify_that_the_rwh_system__structures_have_been_constructed_as_per_the_specification_or_of_specifications_different_from_those_in_schedule,_subject_to_the_minimum_capacity_of_rwh_system_being_ensured_in_each_case.","amenity:rain_water_harvesting_(rwh)_structure_system","APPLIES_TO"
"condition:the_owner_society_of_every_building_shall_ensure_that_the_rwh_structure_system_is_maintained_in_good_condition_for_storage_of_water_for_non-potable_purposes_or_recharge_of_ground_water_at_all_times.","amenity:rain_water_harvesting_(rwh)_structure_system","APPLIES_TO"
"amenity:rain_water_harvesting_structures","buildingtype:building","APPLIES_TO"
"condition:to_provide_or_to_maintain_rain_water_harvesting_structures","amenity:rain_water_harvesting_structures","APPLIES_TO"
"condition:open_well_of_a_minimum_diameter_of_1_mand_minimum_depth_of_6_m_or_open_well_of_a_minimum_diameter_of_0.3_m_and_minimum_depth_of_2_m_at_every_6_min_the_storm_water_drain,_into_which_rain_water_may_be_channeled,_after_filtration_for_removing_silt_and_floating_material._the_well_shall_be_provided_with_ventilating_covers._the_water_from_the_open_well_may_be_used_for_non-potable_domestic_purposes_such_as_washing,_flushing_and_for_watering_the_garden","amenity:rain_water_harvesting_structures","APPLIES_TO"
"amenity:solar_water_heating_(swh)_systems","buildingtype:hospitals","APPLIES_TO"
"buildingtype:hospitals","regulation:swh","DEFINED_IN"
"condition:the_swh_systems_shall_be_mandatory_in_hospitals_and_hotels,_where_the_hot_water_requirement_is_of_continuous_nature.","amenity:solar_water_heating_(swh)_systems","APPLIES_TO"
"buildingtype:hotels","regulation:swh","DEFINED_IN"
"condition:in_these_buildings,_the_system_shall_be_provided_with_auxiliary_electrical_back-up","amenity:solar_water_heating_(swh)_systems","APPLIES_TO"
"buildingtype:guest_houses","regulation:swh","DEFINED_IN"
"buildingtype:police_army_barracks","regulation:swh","DEFINED_IN"
"buildingtype:canteens","regulation:swh","DEFINED_IN"
"buildingtype:laboratories_and_research_institutions","regulation:swh","DEFINED_IN"
"buildingtype:hostels_of_schools_and_collegesand_other_institutions","regulation:swh","DEFINED_IN"
"amenity:swh_systems_of_the_capacity_of_about_100_liters_per_day_on_thermosyphon_with_necessaryelectrical_back-up","buildingtype:residential_buildings_like_hostels","APPLIES_TO"
"condition:installed_hot_water_line_from_the_roof_top_and_also_insulated_distribution_pipelines_to_each_of_the_points_where_hot_water_is_required_in_the_building","amenity:hot_water","APPLIES_TO"
"amenity:hot_water","buildingtype:building","APPLIES_TO"
"condition:as_required.","buildingtype:other_buildings","APPLIES_TO"
"buildingtype:other_buildings","regulation:6","DEFINED_IN"
"condition:waste_water_other_than_from_water_closet,_laundries,_and_hospitals_shall_be_recycled","amenity:waste_water_recyclingsystem","APPLIES_TO"
"condition:the_system_shall_not_constitute_a_nuisance_of_foul_gases_and_or_cause_public_hazard_due_to_its_installation_and_operation","amenity:waste_water_recyclingsystem","APPLIES_TO"
"condition:the_waste_water_recycling_system_shall_be_designed_considering_the_anticipated_occupancy_load_and_seasonal_fluctuations_in_discharge","amenity:waste_water_recyclingsystem","APPLIES_TO"
"condition:the_waste_water_shall_be_recycled_by_installing_recycling_plant","amenity:waste_water_recyclingsystem","APPLIES_TO"
"condition:separate_plumbing_network_shall_be_installed_to_collect_waste_water_from_kitchens,_bath_rooms,_washing_machines_and_dish_washers_leading_to_recycling_plant_with_separate_underground_and_overhead_tanks_provided_for_this_purpose","amenity:waste_water_recyclingsystem","APPLIES_TO"
"condition:the_entire_connecting_network_shall_be_painted_in_purple_blue_color","amenity:waste_water_recyclingsystem","APPLIES_TO"
"amenity:sewage_treatment_plant_(stp)","buildingtype:building","APPLIES_TO"
"condition:development_redevelopment_of_the_plots_which_attract_requirements__provisions_of_relevant_notification_of_ministry_of_environment_and_forest_(moef),_government_of_india_issued_from_time_to_time_shall_be_provided_with_sewage_treatment_plant_(stp)_and_disposal_system","amenity:sewage_treatment_plant_(stp)","APPLIES_TO"
"condition:stp_structure_shall_be_of_compact_design_with_due_approval_of_relevant_competent_authority","amenity:sewage_treatment_plant_(stp)","APPLIES_TO"
"condition:there_shall_not_be_any_foul_odour_around_the_stp_area_or_in_the_ambient_environment","amenity:sewage_treatment_plant_(stp)","APPLIES_TO"
"condition:stp_shall_not_require_continuous_monitoring_and_operation_and_shall_work_well_with_in_consistent_in_flow","amenity:sewage_treatment_plant_(stp)","APPLIES_TO"
"condition:treated_water_quality_shall_be_of_non-potable_standards_and_can_be_reused_for_gardening,_toilet_flushing,_landscape,_irrigation,_cooling_towers,_car_washing,_etc","amenity:sewage_treatment_plant_(stp)","APPLIES_TO"
"buildingtype:buildings","regulation:66","DEFINED_IN"
"condition:all_buildings_shall_be_provided_with_separate_coloured_bins_to_collect_dry_waste_(paper,_plastic,_metal,_glass,_etc.)_and_wet_waste_(organic_waste).","amenity:waste_collection_bins","APPLIES_TO"
"amenity:waste_collection_bins","buildingtype:buildings","APPLIES_TO"
"condition:dedicated_space_shall_be_allocated_for_collecting_waste_before_transferring_waste_for_recycling_disposal_separately.","amenity:waste_collection_bins","APPLIES_TO"
"amenity:separate_bins_for_safe_disposal_of_hazardous_waste","buildingtype:building","APPLIES_TO"
"condition:safe_disposal_of_hazardous_waste_(batteries,_e-waste,_lamps,_medical_waste,_etc.)_as_provided_in_hazardous_waste_management_guidelines_prescribed_by_the_ministry_of_environment_and_forest_(moef),_government_of_india","amenity:separate_bins_for_safe_disposal_of_hazardous_waste","APPLIES_TO"
"amenity:provision_for_treating_the_wet_waste_in_situ","buildingtype:building","APPLIES_TO"
"condition:a_clause_must_be_included_by_the_owner_developer_in_the_purchase_agreement_with_the_purchaser,_owner_of_the_premises__organization_or_society_of_the_occupiers_or_the_society_of_purchasers_stating_that,_wet_waste_will_be_treated_in_situ_and_shall_have_to_be_maintained_in_operational_condition_as_per_the_requirement_of_mcgm_if_any","amenity:provision_for_treating_the_wet_waste_in_situ","APPLIES_TO"
"condition:the_planning_design,_construction_and_installation_of_solid_waste_management_system_shall_be_as_per_the_national_building_code_of_india,_part_9_plumbing_services,_section_1-_water_supply,_drainage_and_sanitation_(including_solid_waste_management)_paragraph_6","amenity:solid_waste_management_system","APPLIES_TO"
"amenity:bio-degradable_waste_treatment_plant","buildingtype:building","APPLIES_TO"
"condition:mt_&_above","amenity:bio-degradable_waste_treatment_plant","APPLIES_TO"
"condition:the_area_under_construction_of_solid_waste_management_system__bio›_degradable_waste_treatment_plant_shall_be_free_of_fsi","amenity:bio-degradable_waste_treatment_plant","APPLIES_TO"
"buildingtype:energy_efficient_buildings","regulation:70","DEFINED_IN"
"buildingtype:high_rise","regulation:47","DEFINED_IN"
"buildingtype:special_building","regulation:47","DEFINED_IN"
"condition:in_addition_to_the_provisions_of_fire_protection,_national_building_code_of_india,_the_chief_fire_officer_may_insist_on_suitable_provisions_in,_high_rise_and_special_buildings_or_premises_from_the_fire_safety_and_fire_-fighting_point_of_view_depending_on_their_occupancy_and_height","buildingtype:high_rise","APPLIES_TO"
"condition:load_bearing_elements_of_construction_and_elements_of_construction_for_which_the_required_fire_resistance_is_one_hour_or_more_shall_be_of_non›_combustible_material","buildingtype:special_building","APPLIES_TO"
"condition:the_mechanism_for_pressuring_the_lift_shaft_and_lift_lobby_shall_be_so_installed_that_they_shall_operate_automatically_and_also_manually_when_the_detector_&amp;_automatic_fire_alarm_operates.","amenity:lift_shaft","APPLIES_TO"
"condition:the_mechanism_shall_have_facilities_to_operate_manually.","amenity:lift_lobby","APPLIES_TO"
"condition:exit_from_the_lift_lobby,_if_located_in_the_core_of_the_building,_shall_be_through_a_self-closing_smoke_stop_door_of_a_half-hour_fire_resistance.","amenity:lift_lobby","APPLIES_TO"
"condition:there_shall_be_an_alternate_electric_supply_from_a_generator_of_an_adequate_capacity_apart_from_the_electric_supply_in_the_building_and_the_cables_shall_run_in_a_route_safe_from_fire,_i.e._within_the_lift_shaft.","amenity:generator","APPLIES_TO"
"condition:in_case_of_failure_of_normal_electric_supply,_it_shall_automatically_trip_over_to_alternate_supply.","amenity:generator","APPLIES_TO"
"condition:for_apartment_buildings,_this_change_over_of_supply_could_be_done_through_a_manually_operated_change-over_switch.","amenity:generator","APPLIES_TO"
"condition:the_operation_of_a_fire_lift_shall_be_by_a_simple_toggle,_or_two_button_switches_situated_in_a_glassfronted_box_adjacent_to_the_lift_at_the_entrance_level.","amenity:fire_lift","APPLIES_TO"
"condition:when_the_switch_is_on,_landing_call-points_will_become_inoperative_and_the_lift_will_be_on_care_control_only_or_on_priority_control_device.","amenity:fire_lift","APPLIES_TO"
"condition:when_the_switch_is_off,_the_lift_will_return_to_normal_working.","amenity:fire_lift","APPLIES_TO"
"condition:this_lift_can_be_used_by_the_occupants_in_normal_times.","amenity:fire_lift","APPLIES_TO"
"condition:the_words_'fire_lift'_shall_be_conspicuously_displayed_in_fluorescent_paint_on_the_lift_landing_doors_at_each_floor_level.","amenity:fire_lift","APPLIES_TO"
"buildingtype:basement","regulation:2","DEFINED_IN"
"condition:be_of_enclosed_type_having_fire_resistance_of_not_less_than_two_hours","buildingtype:basement","APPLIES_TO"
"condition:be_situated_at_periphery_of_the_basement_to_be_entered_at_ground_level_only_from_the_open_air_and_in_such_a,_position_that_smoke_from_any_fire_in_the_basement_shall_not_enter_and_exit_serving_the_ground_and_upper_storeys_of_the_building","buildingtype:basement","APPLIES_TO"
"condition:communicate_with_basement_though_a_lobby_provided_with_fire-resisting_self-closing_doors_of_one_hour_fire_resistance","buildingtype:basement","APPLIES_TO"
"condition:if_the_travel_distance_exceeds_the_values_mentioned_in_regulation_no_47(3)(i)(1_&amp;ii),_additional_staircases_at_proper_places_shall_be_provided","buildingtype:basement","APPLIES_TO"
"condition:intake_ducts_may_serve_al_basement_levels_but_each_basement_and_basement_compartment_shall_have_separate_smoke_outlet_duct_or_ducts","buildingtype:basement","APPLIES_TO"
"buildingtype:multistoried_high_rise_buildings","regulation:d","DEFINED_IN"
"buildingtype:special_buildings","regulation:d","DEFINED_IN"
"amenity:emergency_lights","buildingtype:multistoried_high_rise_buildings","APPLIES_TO"
"amenity:emergency_lights","buildingtype:special_buildings","APPLIES_TO"
"condition:emergency_lights_shall_be_provided_in_the_staircase_corridors","amenity:emergency_lights","APPLIES_TO"
"buildingtype:residential_buildings","permit:development_permission","REQUIRES"
"amenity:fire_extinguish_er","buildingtype:residential_buildings","APPLIES_TO"
"amenity:dry_riser","buildingtype:residential_buildings","APPLIES_TO"
"amenity:automatic_sprinkler_system","buildingtype:residential_buildings","APPLIES_TO"
"condition:5000_(10000)_itrs_(see_note_3-_4)","amenity:fire_extinguish_er","APPLIES_TO"
"condition:5000_(10000)_itrs_(see_note_3-_4)","amenity:dry_riser","APPLIES_TO"
"condition:5000_(10000)_itrs_(see_note_3-_4)","amenity:automatic_sprinkler_system","APPLIES_TO"
"buildingtype:residential_buildings","permit:development_permission","REQUIRES"
"condition:above_32_m._and_not_exceeding_70_m.","buildingtype:residential_buildings","APPLIES_TO"
"condition:if_plot_area_is_less_than_600_sq._m","buildingtype:residential_buildings","APPLIES_TO"
"amenity:wet_riser-_cum-down_comer","buildingtype:residential_buildings","APPLIES_TO"
"condition:50,000_litres","amenity:wet_riser-_cum-down_comer","APPLIES_TO"
"condition:30000_litres","amenity:wet_riser-_cum-down_comer","APPLIES_TO"
"condition:2400_iitres_per_minute_giving_a_pressure_not_less_than_3.2_kg_cm2_at_the_topmost_hydrant","amenity:wet_riser-_cum-down_comer","APPLIES_TO"
"condition:900_iitres_per_minute_giving_a_pressure_not_less_than_3.2_kg_cm2_at_the_topmost","amenity:wet_riser-_cum-down_comer","APPLIES_TO"
"condition:is_more_than_600_sq._m","buildingtype:residential_buildings","APPLIES_TO"
"condition:with_shopping__commercial_up_to_two_upper_floor","buildingtype:residential_buildings","APPLIES_TO"
"condition:not_less_than_3.2_kg_cm2_at_the_topmost_hydrant","amenity:wet_riser-_cum-down_comer","APPLIES_TO"
"condition:less_than_3.2_kg_cm2_at_the_topmost_hydrant","amenity:wet_riser-_cum-down_comer","APPLIES_TO"
"buildingtype:non-residential__5pecial_type_buildings","regulation:(3)","DEFINED_IN"
"condition:up_to_15_m","buildingtype:non-residential__5pecial_type_buildings","APPLIES_TO"
"condition:exceeding_70_m","buildingtype:non-residential__5pecial_type_buildings","APPLIES_TO"
"amenity:wet_riser_cum_down_comer","buildingtype:non-residential__5pecial_type_buildings","APPLIES_TO"
"condition:3,00,000_iitres","amenity:wet_riser_cum_down_comer","APPLIES_TO"
"condition:50000_iitres","amenity:wet_riser_cum_down_comer","APPLIES_TO"
"condition:2800litres_per_minute_giving_pressure_not_less_than_3.2_kg_ern_2_at_the_top_most_hydrant","amenity:wet_riser_cum_down_comer","APPLIES_TO"
"condition:900_iitres_per_minute_giving_pressure_not_less_than_3.2_kg_cm2_at_the_top_most_hydrant","amenity:wet_riser_cum_down_comer","APPLIES_TO"
"buildingtype:educational_buildings","regulation:b","DEFINED_IN"
"condition:above_15_m._but_not_exceeding_32_m._in_height_except_educational_buildings","amenity:wet_riser-_cum-down_comer","APPLIES_TO"
"amenity:wet_riser-_cum-down_comer","buildingtype:building","APPLIES_TO"
"condition:above_32_m._but_not_exceeding_70_m._in_height_except_educational_buildings._(if_area_of_plot_is_less_than_600_sq._m)","amenity:wet_riser-_cum-down_comer","APPLIES_TO"
"amenity:wet_riser-_cum-down_comer","buildingtype:building","APPLIES_TO"
"condition:height_of_the_building_permitted_as_per_maharashtra_fire_prevention_and_life_safety_act_2006","buildingtype:building","APPLIES_TO"
"amenity:hydrants","buildingtype:building","APPLIES_TO"
"condition:a_minimum_of_two_hydrants_shall_be_provided_within_a_courtyard","amenity:hydrants","APPLIES_TO"
"amenity:water_storage_tank","buildingtype:building","APPLIES_TO"
"amenity:hydrant","buildingtype:building","APPLIES_TO"
"amenity:hose_reel","buildingtype:building","APPLIES_TO"
"amenity:fire_pump","buildingtype:building","APPLIES_TO"
"amenity:fire_service_inlet","buildingtype:building","APPLIES_TO"
"buildingtype:non-residential_buildings","regulation:6","DEFINED_IN"
"condition:the_size_of_the_riser_in_the_non-residential_buildings_over_32_m._high_shall_be_15_cm._(internal_dia.)_with_twin_hydrant_outlets_and_hose_reel_on_each_floor","amenity:wet_riser_system","APPLIES_TO"
"amenity:wet_riser_system","buildingtype:non-residential_buildings","APPLIES_TO"
"condition:a_facility_to_boost_water_pressure_in_the_riser_directly_from_the_mobile_pump_shall_also_be_provided_to_the_wet_riser_system_with_suitable_fire_service_inlets_(collecting_head_with_two_63_mm_inlets_for_10_cm_rising_main_and_four_63_mm_inlets_with_check_valves_for_15_cm._dia_rising_main)_and_a_non-return_valve_and_a_gate_valve","amenity:wet_riser_system","APPLIES_TO"
"amenity:hose_reel","buildingtype:non-residential_buildings","APPLIES_TO"
"condition:the_internal_diameter_of_rubber_hose_for_the_hose_reel_shall_be_a_minimum_of_19_mm._a_shut-off_branch_with_a_nozzle_of_4.8_mm._size_shall_be_provided","amenity:hose_reel","APPLIES_TO"
"condition:they_shall_conform_to_is:_3644-1966_code_of_practice_for_installations_of_internal_fire_hydrants_in_high-rise_buildings","amenity:wet_riser_system","APPLIES_TO"
"buildingtype:buildings","regulation:14","DEFINED_IN"
"condition:all_buildings_mentioned_below_shall_be_equipped_with_fire_alarm_systems_as_given_below","buildingtype:buildings","APPLIES_TO"
"buildingtype:special_buildings_above_15_m._in_height_and_business_and_industrial_buildings_above_32_m_in_height","regulation:14","DEFINED_IN"
"condition:such_buildings_shall_be_equipped_with_a_manually_operated_electrical_fire_alarm_system_with_one_or_more_call_boxes_located_at_each_floor","buildingtype:special_buildings_above_15_m._in_height_and_business_and_industrial_buildings_above_32_m_in_height","APPLIES_TO"
"condition:the_call_boxes_shall_be_so_located_that_one_or_other_of_them_shall_be_accessible_to_all_occupants_of_the_floor_without_having_to_travel_more_than_30_m","buildingtype:special_buildings_above_15_m._in_height_and_business_and_industrial_buildings_above_32_m_in_height","APPLIES_TO"
"buildingtype:buildings","regulation:(ii)","DEFINED_IN"
"condition:these_buildings_shall,_in_addition_to_the_manually_operated_electrical_fire_alarm_system,_be_equipped_with_an_automatic_fire_alarm_system.","buildingtype:buildings","APPLIES_TO"
"condition:the_latter_shall_be_in_addition_to_any_automatic_fire-extinguishing_system_installed_in_any_particular_occupancy_in_accordance_with_these_rules.","buildingtype:buildings","APPLIES_TO"
"condition:the_detectors_for_the_automatic_fire_alarm_shall_conform_to_the_relevant_is_specification_heat_smoke_sensitive_type_fire_detector_and_the_system_shall_be_installed_in_accordance_with_is:_2189-1976_code_of_practice_for_automatic_fire_alarm_system_of_any_other_relevant_indian_standard,_prescribed_from_time_to_time.","buildingtype:buildings","APPLIES_TO"
"amenity:control_room","buildingtype:building","APPLIES_TO"
"condition:there_shall_be_a_control_room_on_the_entrance_floor_of_the_building_with_communication_system_(suitable_public_address_system)_to_all_floor_planers_along_with_the_details_of_firefighting_equipment_and_installations_shall_be_maintained_in_the_control_room","amenity:control_room","APPLIES_TO"
"condition:the_control_room_shall_also_have_facilities_to_detect_a_fire_on_any_floor_through_indicator_boards_connecting_fire_detecting_and_alarm_systems_on_all_floors","amenity:control_room","APPLIES_TO"
"amenity:refuge_areas","buildingtype:building","APPLIES_TO"
"condition:shall_not_be_allowed_to_be_used_for_any_other_purpose","amenity:refuge_areas","APPLIES_TO"
"condition:maintain_the_same_clean_and_free_of_encumbrances_and_encroachments_at_all_times","amenity:refuge_areas","APPLIES_TO"
"amenity:emergency_lighting_facility","amenity:refuge_areas","APPLIES_TO"
"amenity:toilet","amenity:refuge_areas","APPLIES_TO"
"amenity:drinking_water","amenity:refuge_areas","APPLIES_TO"
"amenity:emergency_lighting","amenity:terrace_floor","APPLIES_TO"
"amenity:drinking_water","amenity:terrace_floor","APPLIES_TO"
"condition:the_access_door_s_from_the_enclosed_staircase_s_to_the_terrace_floor_shall_have_louvers_at_top_half_portion_of_the_door.","amenity:terrace_floor","APPLIES_TO"
"condition:the_entrance_doors_to_the_terrace_shall_be_painted_or_fixed_with_sign_painted_in_luminous_paint_mentioning_""refuge_area""","amenity:terrace_floor","APPLIES_TO"
"buildingtype:buildings_having_glassfacade","regulation:19","DEFINED_IN"
"condition:comply_with_fire_safety_requirements_as_per_model_building_bye_laws_nbc","buildingtype:buildings_having_glassfacade","APPLIES_TO"
"permit:development_permission","regulation:44,45,58,69","DEFINED_IN"
